2014 1 1 23 42 15 -29.897 -71.618 4.0
2014 1 1 16 50 28 -21.816 -68.535 2.9
2014 1 1 16 14 16 -22.487 -66.524 5.0
2014 1 1 13 5 16 -27.848 -71.223 3.4
2014 1 1 11 8 43 -21.223 -68.521 3.3
2014 1 1 8 50 46 -30.412 -71.270 2.6
2014 1 1 5 48 53 -28.617 -71.199 3.8
2014 1 1 5 11 47 -31.378 -69.489 3.4
2014 1 2 22 39 44 -32.961 -71.386 4.9
2014 1 2 20 19 3 -23.584 -67.148 4.1
2014 1 2 19 28 12 -24.692 -69.856 3.2
2014 1 2 15 1 57 -22.584 -68.667 2.7
2014 1 2 14 40 14 -21.306 -68.588 2.9
2014 1 2 11 43 21 -21.937 -68.756 3.3
2014 1 2 11 28 47 -21.895 -68.864 3.5
2014 1 2 8 53 50 -21.738 -68.622 2.7
2014 1 2 7 40 33 -19.683 -70.966 2.7
2014 1 2 7 28 37 -36.237 -73.675 2.9
2014 1 2 7 19 59 -36.283 -73.783 3.3
2014 1 2 6 48 57 -36.234 -73.710 3.9
2014 1 2 5 24 56 -36.279 -73.696 3.3
2014 1 2 1 13 26 -20.865 -69.158 3.1
2014 1 2 0 49 45 -22.844 -68.387 3.0
2014 1 3 10 3 53 -21.156 -68.855 2.6
2014 1 3 8 48 35 -21.119 -68.819 2.9
2014 1 3 7 52 50 -23.470 -70.426 2.8
2014 1 3 5 6 1 -23.007 -69.589 2.6
2014 1 3 4 18 30 -24.061 -67.606 3.6
2014 1 3 3 55 18 -36.230 -73.675 4.0
2014 1 3 3 52 56 -36.215 -73.740 3.8
2014 1 3 3 6 24 -21.077 -68.926 3.6
2014 1 4 23 22 9 -24.381 -69.232 3.3
2014 1 4 20 45 25 -20.411 -68.864 3.0
2014 1 4 19 26 18 -23.458 -68.829 4.1
2014 1 4 18 56 32 -22.796 -70.552 3.9
2014 1 4 18 30 18 -32.089 -70.862 3.4
2014 1 4 16 16 58 -24.125 -67.765 3.8
2014 1 4 15 37 12 -21.411 -69.440 3.9
2014 1 4 11 9 33 -20.643 -70.721 3.2
2014 1 4 8 25 36 -20.657 -70.762 4.2
2014 1 4 6 51 23 -23.456 -68.678 2.9
2014 1 4 6 5 55 -33.758 -72.261 4.0
2014 1 4 3 29 26 -36.962 -73.611 2.8
2014 1 4 3 14 55 -21.080 -68.816 3.6
2014 1 4 2 11 23 -18.608 -71.107 3.3
2014 1 4 0 11 48 -20.687 -70.795 5.3
2014 1 5 22 59 55 -21.118 -69.040 3.0
2014 1 5 22 47 12 -20.604 -70.536 4.1
2014 1 5 15 45 23 -23.926 -67.476 3.7
2014 1 5 15 9 29 -32.828 -71.329 4.3
2014 1 5 12 19 26 -25.600 -69.554 3.3
2014 1 5 10 51 57 -23.051 -68.777 4.1
2014 1 5 9 12 11 -20.221 -69.203 2.7
2014 1 5 9 5 20 -28.882 -69.202 3.6
2014 1 5 8 16 40 -22.655 -70.317 2.5
2014 1 5 7 53 55 -31.419 -69.604 3.4
2014 1 5 7 27 22 -30.522 -71.307 3.4
2014 1 5 6 59 3 -35.078 -71.169 2.8
2014 1 5 6 21 13 -35.749 -70.726 2.7
2014 1 5 3 39 37 -31.223 -69.309 2.7
2014 1 6 23 21 11 -19.712 -69.133 3.1
2014 1 6 21 54 20 -22.101 -68.562 3.0
2014 1 6 21 25 13 -32.113 -71.032 2.9
2014 1 6 21 17 16 -35.045 -72.655 4.1
2014 1 6 20 15 21 -20.663 -70.581 3.3
2014 1 6 17 18 7 -20.924 -68.235 3.2
2014 1 6 16 23 22 -20.518 -68.982 4.2
2014 1 6 15 1 18 -20.645 -70.648 3.0
2014 1 6 12 21 0 -21.398 -68.656 2.9
2014 1 6 12 14 6 -20.609 -70.611 3.3
2014 1 6 11 27 27 -19.650 -70.477 4.0
2014 1 6 10 12 53 -32.651 -71.262 2.8
2014 1 6 9 57 50 -20.642 -70.577 2.4
2014 1 6 9 46 39 -32.169 -70.207 3.3
2014 1 6 8 30 58 -20.849 -69.198 2.8
2014 1 6 7 56 11 -20.767 -70.742 4.6
2014 1 6 6 51 3 -33.627 -71.924 2.6
2014 1 6 5 53 30 -24.265 -67.626 4.6
2014 1 6 5 8 38 -23.119 -69.134 2.8
2014 1 6 4 38 53 -34.786 -72.136 2.9
2014 1 6 3 59 2 -20.774 -70.652 4.9
